Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Fall,UGRD,UGRD,Tequita,Azantilow,,MATH,312,CO6,0,0,0,0,23,0,8,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Tequita,Azantilow,,MATH,1301,010,22,15,10,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,UGRD,UGRD,Tequita,Azantilow,,MATH,1301,011,19,14,11,0,0,0,0,0,0,0,0,44
2023 - 2024,2024 Fall,UGRD,UGRD,Tequita,Azantilow,,MATH,1301,015,21,9,10,0,8,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Tequita,Azantilow,,MATH,1301,018,17,20,11,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Tequita,Azantilow,,MATH,1302,CO6,0,0,0,0,23,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,S M Ashik Al,Aziz,,AREN,3143,004,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,S M Ashik Al,Aziz,,CE,3143,004,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Mehran,Azizian,,CM,1331,001,35,13,9,0,0,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,UGRD,UGRD,Mehran,Azizian,,CE,2331,001,36,11,0,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,UGRD,UGRD,Raad,Azzawi,,CE,4347,001,14,8,7,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Raad,Azzawi,,CE,4347,101,0,8,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Raad,Azzawi,,CE,5312,001,6,8,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Raad,Azzawi,,CE,5315,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Patryk,Babiracki,,HIST,3300,003,9,7,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Patryk,Babiracki,,HIST,5339,001,8,6,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Jocelyn,Baca Reyes,,MATH,315,CO1,0,0,0,0,0,0,11,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Jocelyn,Baca Reyes,,MATH,1315,CO1,0,0,6,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5310,400,7,6,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5310,402,9,10,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Donna,Bacchus,,NURS,5366,010,8,15,0,0,0,0,0,0,6,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Sueanne,Baddour,,NURS,5120,437,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Ravi,Badrachalam,,CSE,3330,002,34,19,0,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,UGRD,UGRD,Christian-Andrew,Bagby-Wright,,PHYS,1441,004,20,32,13,20,0,0,0,0,15,0,0,100
2023 - 2024,2024 Fall,GRAD,GRAD,Philip,Baiden,,SOCW,5313,001,11,14,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Philip,Baiden,,SOCW,6340,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,David,Baillargeon,,HIST,3300,006,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,GRAD,GRAD,David,Baillargeon,,HIST,5364,004,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Erica,Bajo Calderon,,MATH,311,CO1,0,0,0,0,13,0,37,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Erica,Bajo Calderon,,MATH,311,CO3,0,0,0,0,0,0,21,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Erica,Bajo Calderon,,MATH,1301,006,26,20,0,0,0,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Erica,Bajo Calderon,,MATH,1301,016,28,13,0,0,0,0,0,0,0,0,0,41
2023 - 2024,2024 Fall,UGRD,UGRD,Erica,Bajo Calderon,,MATH,1301,CO1,12,10,11,0,13,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Erica,Bajo Calderon,,MATH,1301,CO3,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,004,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,005,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,008,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Brittany,Baker,,SOCW,5304,009,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Trevor,Bakker,,CSE,3320,002,29,25,10,0,0,0,0,0,0,0,0,64
2023 - 2024,2024 Fall,UGRD,UGRD,Trevor,Bakker,,CSE,3320,003,27,21,10,0,0,0,0,0,6,0,0,64
2023 - 2024,2024 Fall,UGRD,UGRD,Trevor,Bakker,,CSE,4380,010,32,0,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Joseph,Balderas,,ART,2358,003,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Sandra,Balderas,,SOCW,5316,017,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Balderrama,,AREN,4348,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Juan,Balderrama,,AREN,4383,001,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,GRAD,GRAD,Juan,Balderrama,,CE,5385,001,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Baldridge,,PSYC,1315,004,150,58,17,0,7,40,0,0,0,0,0,272
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Baldridge,,PSYC,1315,700,39,11,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Baldridge,,PSYC,1315,701,48,14,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Baldridge,,PSYC,3315,003,117,78,33,0,17,0,0,0,0,0,0,245
2023 - 2024,2024 Fall,GRAD,GRAD,Rachel,Baldridge,,PSYC,5227,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Hunter,Ball,,PSYC,4281,025,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad Kamal,Bani Hani,,CM,2313,001,20,6,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad Kamal,Bani Hani,,CM,2313,101,8,9,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad Kamal,Bani Hani,,CM,3331,001,39,15,8,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad Kamal,Bani Hani,,CM,3335,001,36,24,6,0,0,0,0,0,0,0,0,66
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad Kamal,Bani Hani,,CM,3339,001,31,7,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,GRAD,GRAD,Georgetta,Baptist,,HCAD,5399,045,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Linda,Barasch,,CSE,3315,001,6,12,18,10,0,0,0,0,6,0,0,52
2023 - 2024,2024 Fall,UGRD,UGRD,Linda,Barasch,,CSE,3315,002,7,23,15,9,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,UGRD,UGRD,Da'Joya,Barnes,,SOCW,4451,101,39,7,0,0,0,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Da'Joya,Barnes,,SOCW,4551,001,40,7,0,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,GRAD,GRAD,Da'Joya,Barnes,,SOCW,5381,001,54,0,0,0,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,UGRD,UGRD,Aubrey,Barnett,,ART,3342,001,8,6,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Lucy,Bartholomee,,ART,3322,001,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Lucy,Bartholomee,,ART,3323,001,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,GRAD,GRAD,Francis,Basebang,,NURS,5337,456,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Cindy,Bassey,,SOCW,5482,001,62,0,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,GRAD,GRAD,Cindy,Bassey,,SOCW,5483,001,120,9,0,0,0,0,0,0,0,0,0,129
2023 - 2024,2024 Fall,GRAD,GRAD,Cindy,Bassey,,SOCW,5483,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Jolynne,Batchelor,,SOCW,5363,010,27,0,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,GRAD,GRAD,Jolynne,Batchelor,,SOCW,5363,011,26,0,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,GRAD,GRAD,Jolynne,Batchelor,,SOCW,5363,012,26,0,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Kimberly,Bates,,ACCT,3309,003,0,8,11,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Brianna,Baum,,UNIV-HN,1131,004,27,6,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,GRAD,GRAD,Mahmoud,Bayat,,ARCH,5327,001,37,0,0,0,0,0,0,0,0,0,0,37
2023 - 2024,2024 Fall,UGRD,UGRD,Janessa,Beach Tassey,,MATH,1327,001,0,8,15,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Janessa,Beach Tassey,,MATH,1332,002,0,7,16,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Janessa,Beach Tassey,,MATH,1426,110,16,12,6,11,8,0,0,0,19,0,0,72
2023 - 2024,2024 Fall,UGRD,UGRD,Krystal,Beamon,,SOCI,1311,001,98,14,0,0,0,0,0,0,0,0,0,112
2023 - 2024,2024 Fall,UGRD,UGRD,Krystal,Beamon,,SOCI,1311,002,96,15,0,0,0,0,0,0,0,0,0,111
2023 - 2024,2024 Fall,UGRD,UGRD,Krystal,Beamon,,SOCI,4341,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Beasley,,HIST,1301,021,18,15,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Beasley,,HIST,1302,009,18,12,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Beasley,,HIST,3306,001,6,12,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Beeson,,MANA,4325,001,14,7,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Khosrow,Behbehani,,BE,3317,001,8,7,8,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Khosrow,Behbehani,,BE,3352,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Neshat,Beheshti,,INSY,3300,006,9,20,13,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,UGRD,UGRD,Neshat,Beheshti,,BSTAT,3321,004,0,12,19,7,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Neshat,Beheshti,,BSTAT,3321,009,10,23,24,6,7,0,0,0,0,0,0,70
2023 - 2024,2024 Fall,UGRD,UGRD,Joanna,Behrman,,HIST,1331,004,19,13,6,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Kelly,Belcher,,CRCJ,3370,001,0,22,20,6,10,0,0,0,12,0,0,70
2023 - 2024,2024 Fall,GRAD,GRAD,Bradley,Bell,,ARCH,5670,003,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Myrtle,Bell,,MANA,5332,002,21,15,0,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,GRAD,GRAD,Myrtle,Bell,,MANA,5332,060,21,11,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Rosemary,Bell,,NURS,4350,613,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Ziyad,Ben Taleb,,KINE,3352,001,36,16,0,0,0,0,0,0,0,0,0,52
2023 - 2024,2024 Fall,GRAD,GRAD,Ziyad,Ben Taleb,,KINE,5382,001,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Julio,Benavides,,MAE,3304,001,8,15,6,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Julio,Benavides,,MAE,3405,001,9,15,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5311,005,18,8,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,GRAD,GRAD,Michael,Bennett,,SOCW,5317,001,7,14,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,GRAD,GRAD,George,Benson,,MANA,5344,003,23,18,0,0,0,0,0,0,0,0,0,41
2023 - 2024,2024 Fall,UGRD,UGRD,Richard,Berard,,FINA,3313,003,10,28,28,6,0,0,0,0,0,0,0,72
2023 - 2024,2024 Fall,UGRD,UGRD,Richard,Berard,,FINA,3313,004,16,26,28,0,0,0,0,0,0,0,0,70
2023 - 2024,2024 Fall,UGRD,UGRD,Richard,Berard,,FINA,3313,008,15,18,24,9,6,0,0,0,0,0,0,72
2023 - 2024,2024 Fall,UGRD,UGRD,Richard,Berard,,FINA,4315,003,11,42,14,0,0,0,0,0,0,0,0,67
2023 - 2024,2024 Fall,UGRD,UGRD,Stephen,Berg,,EDAD,1130,002,0,0,0,0,0,0,11,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Lynn,Berger,,NURS,5120,418,0,0,0,0,0,0,9,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Lynn,Berger,,NURS,5120,461,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Maura,Bernasconi,,NURS,4323,600,266,13,0,0,0,0,0,0,0,0,0,279
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Bernhard,,ENGL,1375,005,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Bernhard,,ENGL,3375,002,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Bernhard,,ENGL,4349,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Felicia,Bertch,,THEA,10,003,0,0,0,0,0,0,43,0,0,0,0,43
2023 - 2024,2024 Fall,UGRD,UGRD,Felicia,Bertch,,THEA,4201,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Felicia,Bertch,,THEA,4311,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Barbara,Berthold,,GERM,1441,002,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Barbara,Berthold,,GERM,2313,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Barbara,Berthold,,MODL,4305,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Barbara,Berthold,,MODL,5305,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Alyssa,Best,,NURS,4350,747,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Esther,Betran,,BIOL,3315,003,35,35,39,15,7,0,0,0,13,0,0,144
2023 - 2024,2024 Fall,GRAD,GRAD,Arpita,Bhatt,,CE,5328,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Arpita,Bhatt,,CM,5382,001,0,25,20,0,0,0,0,0,0,0,0,45
2023 - 2024,2024 Fall,GRAD,GRAD,Arpita,Bhatt,,CM,5382,101,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Ce,Bian,,DATA,3441,001,12,9,16,0,0,0,0,0,0,0,0,37
2023 - 2024,2024 Fall,GRAD,GRAD,Meredith,Billings,,EDAD,6301,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Nora,Billodeaux,,NURS,4350,646,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Robert,Bing,,CRCJ,3300,003,11,10,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Robert,Bing,,CRCJ,3380,001,17,25,14,0,6,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Alison,Birch,,MANA,4330,001,21,14,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,GRAD,GRAD,Alison,Birch,,MANA,5360,060,13,20,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Ann,Birka,,NURS,3335,201,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,GRAD,GRAD,Ann,Birka,,NURS,5315,001,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Ann,Birka,,NURS,5315,010,18,21,10,0,0,0,0,0,7,0,0,56
2023 - 2024,2024 Fall,UGRD,UGRD,Brent,Birnbaum,,ART,1305,002,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,GRAD,GRAD,Sharon,Blackerby,,NURS,5308,401,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Sharon,Blackerby,,NURSG,5308,401,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Sharon,Blackerby,,NURS,5308,402,33,0,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Loren,Blair,,NURS,4350,004,0,0,0,0,0,0,12,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Loren,Blair,,NURS,4350,005,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Blair,,ART,2371,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Blair,,ART,3349,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Jeremy,Bland,,MILS,180,002,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Jeremy,Bland,,MILS,2121,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Jeremy,Bland,,MILS,2251,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Jeanette,Blankenship,,NURS,5360,400,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,GRAD,GRAD,Jeanette,Blankenship,,NURS,5360,401,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,April,Blount,,COMS,1301,005,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,April,Blount,,COMS,2304,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,April,Blount,,COMS,2304,002,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Boardman,,IE,1325,001,10,17,17,0,6,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Boardman,,IE,2305,001,0,0,7,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Boardman,,IE,2308,004,0,11,7,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Laura,Boddicker,,MATH,312,CO8,0,0,0,0,22,0,13,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Laura,Boddicker,,MATH,1301,002,26,9,15,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Laura,Boddicker,,MATH,1302,CO8,0,0,0,0,22,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Laura,Boddicker,,MATH,1402,110,16,11,13,7,7,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,UGRD,UGRD,Rickey,Bogard,,MUSI,10,021,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,LaShaunn,Bold,,SOCW,3305,015,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,LaShaunn,Bold,,SUT,3318,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,LaShaunn,Bold,,SOCW,5358,030,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,LaShaunn,Bold,,SOCW,5358,031,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Wanda,Bolton-Davis,,SOCW,5362,018,27,0,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Stephanie,Bonilla,,SOCW,3307,023,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Stephanie,Bonilla,,SOCW,3310,001,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Stephanie,Bonilla,,SOCW,5326,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Afshan,Boodhwani,,ASDS,5301,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Afshan,Boodhwani,,ASDS,5301,002,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,GRAD,GRAD,Afshan,Boodhwani,,ASDS,5303,002,31,0,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Booker,,MATH,100,CO41,10,8,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Booker,,MATH,311,CO4,0,0,0,0,0,0,16,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Booker,,MATH,1301,001,25,11,8,0,0,0,0,0,0,0,0,44
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Booker,,MATH,1301,008,32,13,0,0,0,0,0,0,0,0,0,45
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Booker,,MATH,1301,CO4,0,6,6,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Booker,,MATH,1301,CO41,10,6,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Stephanie,Books,,SOCW,5483,001,120,9,0,0,0,0,0,0,0,0,0,129
2023 - 2024,2024 Fall,GRAD,GRAD,Stephanie,Books,,SOCW,5483,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Stephanie,Books,,SOCW,5485,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Stephanie,Books,,SOCW,5486,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Michel,Borg,,ARCH,4313,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Margaret,Bosenbark,,NURS,4350,709,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Leah,Bouas,,HIST,1332,002,19,10,7,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,UGRD,UGRD,Cara,Boutte,,BIOL,2444,002,31,49,24,8,0,0,0,0,0,0,0,112
2023 - 2024,2024 Fall,UGRD,UGRD,Cara,Boutte,,BIOL,3306,001,9,22,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Alan,Bowling,,MAE,2323,001,0,8,10,0,0,0,0,0,11,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Jeanean,Boyd,,NURS,4685,500,124,32,0,0,0,0,0,0,0,0,0,156
2023 - 2024,2024 Fall,UGRD,UGRD,Jeanean,Boyd,,NURS,4685,502,214,54,7,0,0,0,0,0,0,0,0,275
2023 - 2024,2024 Fall,UGRD,UGRD,Jeanean,Boyd,,NURSU,4685,502,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Brent,Boyea,,POLS,2312,008,62,73,52,26,22,0,0,0,11,0,0,246
2023 - 2024,2024 Fall,GRAD,GRAD,Brent,Boyea,,POLS,5300,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Chris,Boyer,,EE,2240,001,13,10,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Michael,Bozlar,,MAE,3324,002,0,16,26,8,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Kara,Bragg,,NURS,5338,453,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Kyrus,Branch,,CRCJ,4325,001,39,20,0,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,UGRD,UGRD,Emily,Brandt,,POLS,2312,016,29,33,23,8,18,0,0,0,0,0,0,111
2023 - 2024,2024 Fall,UGRD,UGRD,Grace,Brannon,,COMM,3350,001,8,11,8,0,0,0,0,0,0,0,0,27
